eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
197704190002,United Kingdom,54.863117,-6.278343,1.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197704200001,West Germany (FRG),49.932898,10.953262,0.0,,Government (General),Red Cell
197704200002,United Kingdom,54.607712,-5.95621,2.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197704210001,Spain,41.400635,2.150913,0.0,,Airports & Aircraft,First of October Antifascist Resistance Group (GRAPO)
197704210003,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Republican Action Force
197704220001,Italy,45.072731,7.679541,0.0,,Business,Red Brigades
197704230001,Greece,40.620663,22.952,0.0,,Private Citizens & Property,Unknown
197704230002,Greece,40.620663,22.952,0.0,,Private Citizens & Property,Unknown
197704230003,United Kingdom,54.446968,-6.39292,1.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197704250001,Italy,43.843014,10.507994,0.0,,Journalists & Media,Unknown
197704250002,Ethiopia,13.480118,39.465894,3.0,,Airports & Aircraft,Eritrean Liberation Front
197704260001,United States,37.574923,-122.371025,0.0,,Private Citizens & Property,New World Liberation Front (NWLF)
197704270001,Italy,45.072731,7.679541,1.0,,Educational Institution,Red Brigades
197704270002,France,50.631368,3.065448,0.0,,Government (Diplomatic),Unknown
197704280001,Italy,41.890961,12.490069,0.0,,Educational Institution,Unknown
197704290001,Spain,43.136978,-2.073914,1.0,,Police,Basque Fatherland and Freedom (ETA)
197704290002,Chile,-33.559984,-70.55744,0.0,,Private Citizens & Property,Unknown
197704290003,West Germany (FRG),50.940664,6.959912,0.0,,Private Citizens & Property,Rote Zora
197704290004,Turkey,39.930771,32.76754,0.0,,Government (General),Unknown
197704290005,Spain,43.136978,-2.073914,1.0,,Business,Basque Fatherland and Freedom (ETA)
197704290006,United Kingdom,54.50853,-6.763131,1.0,,Military,Irish Republican Army (IRA)
197704300001,Italy,45.469212,9.174508,,,Business,Revolutionary Action
197704300002,Italy,43.768732,11.256901,0.0,,Police,Unknown
197705010001,Mauritania,22.734151,-12.467545,2.0,,Tourists,Polisario Front
197705010002,United States,36.67088,-121.654819,0.0,,Airports & Aircraft,Environmental Life Force
197705010003,Mauritania,22.734151,-12.467545,2.0,,Business,Polisario Front
197705010004,United States,44.47592,-73.213234,0.0,"5/1/1977: Unknown perpetrators set fire to the Vermont Women's Health Center in Burlington, Vermont, United States. There were no casualties but the building was destroyed resulting in over $100,000 in damages.",Abortion Related,Anti-Abortion extremists
197705020001,Spain,40.465595,-3.696263,0.0,,Police,Revolutionary Patriotic Anti-Fascist Front (FRAP)
197705020002,Spain,40.458904,-3.479771,0.0,,Military,Revolutionary Patriotic Anti-Fascist Front (FRAP)
197705020003,Lebanon,33.888523,35.503513,0.0,,Military,Armenian Secret Army for the Liberation of Armenia
197705030001,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197705040001,Turkey,41.106178,28.689863,2.0,,Police,Unknown
197705040002,Turkey,37.922218,40.184376,0.0,,Government (General),Unknown
197705040003,Italy,41.890961,12.490069,0.0,,Journalists & Media,Red Brigades
197705050001,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197705050002,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197705050003,Turkey,41.106178,28.689863,,,Business,Unknown
197705050004,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197705050005,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197705060001,Turkey,36.885077,30.706351,0.0,,Business,Unknown
197705080001,Iran,35.724533,51.40519,,,Military,Unknown
197705080002,Turkey,41.106178,28.689863,0.0,,Private Citizens & Property,Unknown
197705080003,Turkey,36.927653,34.908114,,,Private Citizens & Property,Unknown
197705080004,Turkey,36.927653,34.908114,0.0,,Private Citizens & Property,Unknown
197705080005,Turkey,36.927653,34.908114,0.0,,Private Citizens & Property,Unknown
197705080006,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Protestant extremists
197705100001,Spain,41.400635,2.150913,,,Business,Unknown
197705100002,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Ulster Freedom Fighters (UFF)
197705100003,United Kingdom,54.607712,-5.95621,1.0,,Military,Ulster Volunteer Force (UVF)
197705100004,United Kingdom,54.684823,-5.965868,1.0,,Terrorists/Non-State Militia,Ulster Freedom Fighters (UFF)
197705110001,West Germany (FRG),52.50153,13.401851,0.0,,Government (General),Revolutionary Cells
197705110002,West Germany (FRG),52.50153,13.401851,0.0,,Government (General),Revolutionary Cells
197705110003,West Germany (FRG),47.764064,8.853396,0.0,,Transportation,Unknown
197705110004,Greece,37.99749,23.762728,0.0,,Private Citizens & Property,Unknown
197705110005,Saudi Arabia,,,,,Utilities,Unknown
197705120001,Iran,35.724533,51.40519,2.0,,Police,Unknown
197705120002,United States,47.602104,-122.156296,0.0,,Business,George Jackson Brigade
197705120003,United States,47.674086,-122.121409,0.0,,Business,George Jackson Brigade
197705120004,Spain,43.07563,-2.223667,0.0,,Police,Basque Fatherland and Freedom (ETA)
197705120005,United Kingdom,54.238631,-7.170908,1.0,,Government (General),Irish Republican Army (IRA)
197705130001,Italy,41.890961,12.490069,,,Police,Unknown
197705130002,Italy,43.768732,11.256901,,,Government (General),Unknown
197705140001,United Kingdom,54.098791,-6.415128,1.0,,Military,Irish Republican Army (IRA)
197705140002,France,48.856644,2.34233,0.0,,Tourists,Justice Commandos for the Armenian Genocide
197705140003,Italy,41.890961,12.490069,0.0,,Government (General),Unknown
197705140004,Turkey,39.930771,32.76754,,,Private Citizens & Property,Unknown
197705150001,Turkey,39.930771,32.76754,,,Private Citizens & Property,Unknown
197705150002,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197705150003,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197705150004,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197705160001,Greece,37.99749,23.762728,0.0,,Military,Unknown
197705160002,Portugal,38.721642,-27.220577,0.0,,Government (General),Front For the Liberation of the Azores
197705160003,Portugal,38.721642,-27.220577,,,Police,Front For the Liberation of the Azores
197705160005,Portugal,38.721642,-27.220577,,,Police,Front For the Liberation of the Azores
197705160006,United States,37.755363,-122.443352,0.0,,Government (General),New World Liberation Front (NWLF)
197705170001,Spain,40.465595,-3.696263,0.0,,Government (Diplomatic),First of October Antifascist Resistance Group (GRAPO)
197705170002,Turkey,36.885077,30.706351,0.0,,Government (General),Unknown
197705170003,Portugal,38.721642,-27.220577,0.0,,Journalists & Media,Front For the Liberation of the Azores
197705180001,Spain,43.291618,-1.977903,1.0,,Police,Basque Fatherland and Freedom (ETA)
197705190001,Italy,45.469212,9.174508,,,Transportation,Unknown
197705190002,Turkey,41.106178,28.689863,0.0,,Government (Diplomatic),Turkish People's Liberation Army
197705190003,Italy,45.643596,9.137625,0.0,,Government (General),Fighters for Communism
197705200001,Spain,43.34872,-3.010091,1.0,,Business,Basque Fatherland and Freedom (ETA)
197705200002,United Kingdom,54.411953,-6.745731,1.0,,Police,Irish Republican Army (IRA)
197705210001,France,48.856644,2.34233,0.0,,Private Citizens & Property,Unknown
197705210002,United Kingdom,54.607712,-5.95621,1.0,,Police,Irish Republican Army (IRA)
197705210003,United States,47.581035,-122.076761,0.0,"05/21/1977: Members of the George Jackson Brigade robbed the Newport Hills state liquor store in Bellevue, Washington in the United States. $1,300 was stolen.",Business,George Jackson Brigade
197705220001,France,48.856644,2.34233,0.0,,Business,International Revolutionary Action Group (GARI)
197705230001,France,43.610769,3.876716,0.0,,Journalists & Media,Unknown
197705230004,Netherlands,53.076694,6.617635,8.0,"5/23/1977-6/11/1977:  A group of 8-10 South Moluccan gunmen seized control of a train 10 miles north of the town of Bovensmilde in North Holland, Netherlands. This attack was coordinated with another attack on an elementary school (GTD case 197705230005). The South Moluccans demanded that 21 of their compatriots be released from Dutch prisons. On May 25th, 3 of the hostages were released. On May 26th, another hostage was released. On June 5th, two pregnant women were released. June 8th, a hostage was released when he had a minor heart attack. Finally, on June 11th, government forces stormed both locations. During the rescue operation 6 gunmen and two hostages were killed.",Unknown,South Moluccans
197705230005,Netherlands,52.977867,6.478378,0.0,"5/23/1977-6/11/1977:  A group of 4-6 South Moluccan gunmen seized control of an elementary school in the town of Bovensmilde in North Holland, Netherlands. 105 children and five teachers were taken hostage. The attack was coordinated with a simultaneous attack on a train (GTD case 197705230004). The South Moluccans demanded the release of 21 of their compatriots from Dutch jails. On May 26th, four of the children were released because they were sick. The next day the rest of the children were released because many of them appeared to be suffering from an illness similar to meningitis. On June 11, government forces simultaneously stormed the school and the train. No deaths were reported from the school.",Educational Institution,South Moluccans
197705250001,Mexico,19.371887,-99.086624,,,Business,23rd of September Communist League
197705250002,United States,26.12367,-80.143564,0.0,,Business,Luis Boitel Commandos
197705250003,Turkey,38.395649,27.135641,0.0,,Business,Turkish People's Liberation Front (TPLF)(THKP-C)
197705260001,United States,40.697132,-73.931351,0.0,"05/26/1977: Five members of the May 19 Communist Order participated in a robbery of the House O'Weenies in the Bronx, New York, United States. The robbery was successful; however, it is unknown how much money was stolen. No casualties resulted from this incident.",Business,May 19 Communist Order
197705270001,United States,26.12367,-80.143564,0.0,,Airports & Aircraft,Luis Boitel Commandos
197705290001,Guatemala,14.622869,-90.529068,0.0,,Government (Diplomatic),Guerrilla Army of the Poor (EGP)
197705290002,Turkey,41.106178,28.689863,5.0,,Airports & Aircraft,28 May Armenian Organization
197705290003,Turkey,41.106178,28.689863,0.0,,Transportation,28 May Armenian Organization
197705300001,Turkey,39.744732,39.496832,1.0,,Police,Turkish People's Liberation Army
197705300002,Greece,37.99749,23.762728,0.0,,Business,Kentavros
197705300003,Greece,37.99749,23.762728,0.0,,Private Citizens & Property,Unknown
197705300004,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197705310001,Italy,45.469212,9.174508,0.0,,Private Citizens & Property,Revolutionary Action
197706000001,Lebanon,33.888523,35.503513,0.0,,Government (Diplomatic),Popular Front for the Liberation of Palestine (PFLP)
197706000002,Italy,41.492901,13.830566,0.0,,Business,Red Brigades
197706000003,Thailand,7.013983,100.471242,0.0,,Transportation,Sanidila Secessionist Movement
197706010001,Italy,45.072731,7.679541,0.0,,Government (General),Prima Linea
197706010002,Spain,42.340009,-7.864641,0.0,,Private Citizens & Property,Unknown
197706010003,Italy,44.407062,8.933989,0.0,,Journalists & Media,Red Brigades
197706020001,Italy,44.407062,8.933989,0.0,,Airports & Aircraft,Communist Fighters Group
197706020002,Italy,44.007894,10.098973,0.0,,Journalists & Media,Red Brigades
197706020003,Italy,44.079337,10.101236,0.0,,Journalists & Media,Red Brigades
197706020004,Italy,43.768732,11.256901,0.0,,Journalists & Media,Red Brigades
197706020005,Italy,45.469212,9.174508,0.0,,Journalists & Media,Red Brigades
197706020006,United Kingdom,54.6197,-6.50612,3.0,,Police,Irish Republican Army (IRA)
197706030001,West Germany (FRG),48.911369,12.689095,0.0,,Military,Unknown
197706030002,Greece,37.99749,23.762728,0.0,,Government (General),Unknown
197706030003,Italy,45.072731,7.679541,0.0,,Journalists & Media,Unknown
197706030004,Spain,43.413244,-2.902253,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706040001,Spain,43.258434,-2.921819,0.0,,Police,Basque Fatherland and Freedom (ETA)
197706040002,Spain,41.400635,2.150913,2.0,,Police,First of October Antifascist Resistance Group (GRAPO)
197706040004,Spain,40.465595,-3.696263,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706040005,Spain,40.465595,-3.696263,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706040006,Spain,40.465595,-3.696263,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706040007,Spain,40.465595,-3.696263,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706040008,Spain,40.465595,-3.696263,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706040009,Spain,41.400635,2.150913,2.0,,Military,First of October Antifascist Resistance Group (GRAPO)
197706040010,United States,41.842602,-87.681229,0.0,,Government (General),Fuerzas Armadas de Liberacion Nacional (FALN)
197706050001,Spain,43.258434,-2.921819,0.0,,Government (General),Basque Fatherland and Freedom (ETA)
197706050002,Spain,42.06388,-1.605718,0.0,,Police,Basque Fatherland and Freedom (ETA)
197706050003,Spain,43.258434,-2.921819,0.0,,Business,Basque Fatherland and Freedom (ETA)
197706050004,Spain,42.84964,-2.692359,0.0,,Telecommunication,Basque Fatherland and Freedom (ETA)
197706060001,France,43.604652,1.444209,0.0,,Business,Armed Brigades
197706060002,France,48.856644,2.34233,,,Journalists & Media,Unknown
197706060003,Italy,44.407062,8.933989,0.0,,Airports & Aircraft,Unknown
197706060004,Italy,44.079337,10.101236,0.0,,Private Citizens & Property,Unknown
197706060005,Spain,42.880447,-8.546303,0.0,,Religious Figures/Institutions,Unknown
197706060006,Spain,43.258434,-2.921819,0.0,,Police,Basque Fatherland and Freedom (ETA)
197706060007,Spain,43.258434,-2.921819,0.0,,Business,Basque Fatherland and Freedom (ETA)
197706060008,Switzerland,47.36865,8.539182,,,Business,Unknown
197706070001,Spain,43.258434,-2.921819,0.0,,Private Citizens & Property,Basque Fatherland and Freedom (ETA)
197706070002,United States,37.755363,-122.443352,0.0,,Business,Gay Liberation Front
197706070004,United States,40.697132,-73.931351,0.0,,Business,Jewish Armed Resistance
197706080001,Italy,41.890961,12.490069,0.0,,Business,Baader-Meinhof Group
197706080002,Italy,45.072731,7.679541,0.0,,Business,Red Brigades
197706080003,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197706090001,Italy,41.890961,12.490069,1.0,,Government (Diplomatic),Justice Commandos for the Armenian Genocide
197706090002,Italy,44.49419,11.346518,0.0,,Journalists & Media,Armed Struggle for Communism
197706090003,Italy,44.49419,11.346518,0.0,,Journalists & Media,Red Brigades
197706090004,Italy,45.469212,9.174508,0.0,,Business,Red Brigades
197706100001,Iran,35.724533,51.40519,,,Business,Unknown
197706100002,Spain,39.524425,-5.114378,0.0,,Journalists & Media,Unknown
197706100003,Turkey,40.691492,29.618381,0.0,,Private Citizens & Property,Unknown
197706100004,Italy,41.890961,12.490069,0.0,,Educational Institution,Communist Fighting Unit
197706110001,Spain,43.224079,-2.718935,0.0,,Journalists & Media,Anti-Terrorism ETA (ATE)
197706120001,Ecuador,-2.170832,-79.922359,,,Private Citizens & Property,Unknown
197706120002,France,48.56225,2.600995,0.0,,Telecommunication,Breton Liberation Front (FLB)
197706120003,West Germany (FRG),53.553813,9.991586,0.0,,Government (Diplomatic),Unknown
197706120004,Ecuador,-2.170832,-79.922359,,,Educational Institution,Unknown
197706120005,Ecuador,-2.170832,-79.922359,,,Educational Institution,Unknown
197706120006,Ecuador,-2.170832,-79.922359,,,Educational Institution,Unknown
197706120007,Ecuador,-2.170832,-79.922359,,,Government (General),Unknown
197706120008,Ecuador,-2.170832,-79.922359,0.0,,Government (General),Unknown
197706120009,Italy,45.469212,9.174508,0.0,,Police,Red Brigades
197706130001,South Africa,-26.184113,28.033232,2.0,,Unknown,Unknown
197706130002,Greece,37.99749,23.762728,0.0,,Military,Unknown
197706130003,Spain,28.124824,-15.430008,0.0,,Business,Canary Islands Independence Movement
197706140001,Mexico,19.371887,-99.086624,0.0,,Business,23rd of September Communist League
197706140002,France,48.856644,2.34233,0.0,,Journalists & Media,Unknown
197706140003,Greece,37.99749,23.762728,0.0,,Military,Unknown
197706140004,Italy,45.902204,8.900929,0.0,,Transportation,Red Brigades
197706140005,Spain,43.189944,-2.052454,0.0,,Transportation,Basque Fatherland and Freedom (ETA)
197706140006,Spain,39.470239,-0.376805,0.0,,Transportation,Unknown
197706140007,Spain,43.311307,-1.900896,0.0,,Transportation,Basque Fatherland and Freedom (ETA)
197706140008,Spain,37.38264,-5.996295,0.0,,Government (General),Unknown
197706140009,Spain,43.406384,-2.962425,0.0,,Business,Basque Fatherland and Freedom (ETA)
197706140010,Spain,43.378918,-2.983002,0.0,,Business,Basque Fatherland and Freedom (ETA)
197706140011,Spain,43.090476,-2.31322,0.0,,Utilities,Basque Fatherland and Freedom (ETA)
197706140013,Spain,28.291564,-16.62913,0.0,,Business,Canary Islands Independence Movement
197706140014,Spain,28.291564,-16.62913,0.0,,Business,Canary Islands Independence Movement
197706140015,Spain,28.291564,-16.62913,0.0,,Business,Canary Islands Independence Movement
197706140016,United States,40.697132,-73.931351,0.0,,Government (Diplomatic),Croatian Nationalists
197706140017,United States,40.697132,-73.931351,0.0,,Government (Diplomatic),Omega-7
197706150001,Greece,37.99749,23.762728,0.0,,Private Citizens & Property,Unknown
197706150002,Spain,37.884727,-4.779152,0.0,,Government (General),Unknown
197706150003,Spain,37.884727,-4.779152,0.0,,Government (General),Unknown
197706150004,Spain,40.424453,-3.792325,0.0,,Utilities,Unknown
197706150005,Spain,37.38264,-5.996295,0.0,,Utilities,First of October Antifascist Resistance Group (GRAPO)
197706150006,Spain,40.349116,-3.828811,0.0,,Government (General),Unknown
197706150007,Spain,42.815372,-1.653616,0.0,,Police,Unknown
197706160001,Italy,43.551876,10.308011,0.0,,Government (General),Communist Progress
197706160002,Italy,43.551876,10.308011,0.0,,Government (General),Communist Progress
197706170001,France,48.856644,2.34233,0.0,,Journalists & Media,Solidarist Resistance Movement
197706170002,France,48.856644,2.34233,0.0,,Business,Solidarist Resistance Movement
197706170003,Turkey,41.106178,28.689863,0.0,,Government (Diplomatic),South Moluccans
197706170004,Turkey,41.106178,28.689863,0.0,,Government (General),Unknown
197706180001,Syria,36.201721,37.14352,1.0,,Military,Unknown
197706180002,Peru,-11.967368,-76.978462,,,Government (General),Unknown
197706180003,Peru,-11.967368,-76.978462,,,Government (General),Unknown
197706200001,Turkey,36.885077,30.706351,1.0,,Private Citizens & Property,Unknown
197706200002,Italy,43.768732,11.256901,0.0,,Business,Prima Linea
197706200003,Italy,45.072731,7.679541,0.0,,Business,Unknown
197706200004,Italy,41.890961,12.490069,0.0,,Government (General),Unknown
197706200005,Yugoslavia,46.054644,14.50433,1.0,,Transportation,Croatian Nationalists
197706200006,Italy,45.469212,9.174508,0.0,,Business,Prima Linea
197706200007,Italy,45.469212,9.174508,,,Business,Prima Linea
197706200008,Italy,45.469212,9.174508,0.0,,Business,Prima Linea
197706200009,United States,47.602104,-122.156296,0.0,"06/20/1977: Members of the George Jackson Brigade robbed the Factoria branch of Rainier National Bank in Bellevue, Washington in the United States. $4,200 was stolen.",Business,George Jackson Brigade
197706210001,Italy,41.890961,12.490069,0.0,,Educational Institution,Red Brigades
197706210002,Turkey,41.106178,28.689863,1.0,,Transportation,Unknown
197706220001,Italy,43.93215,10.918511,1.0,,Government (General),Prima Linea
197706220002,Italy,43.93215,10.918511,0.0,,Business,Prima Linea
197706220003,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197706240001,Thailand,13.785793,100.560852,0.0,,Airports & Aircraft,Pattani United Liberation Organization (PULO)
197706240002,Italy,45.469212,9.174508,0.0,,Private Citizens & Property,Prima Linea
197706240003,El Salvador,13.69288,-89.199161,,,Journalists & Media,People's Liberation Forces (FPL)
197706250001,Spain,43.054198,-2.178116,0.0,,Police,Basque Fatherland and Freedom (ETA)
197706250003,United States,40.438335,-79.997459,0.0,,Private Citizens & Property,Croatian Nationalists
197706260001,Brazil,-8.048021,-34.876338,0.0,,Government (Diplomatic),Unknown
197706260002,Spain,40.465595,-3.696263,0.0,,Journalists & Media,First of October Antifascist Resistance Group (GRAPO)
197706260003,Spain,41.118663,1.24533,0.0,,Private Citizens & Property,Red Guerrilla
197706260004,Spain,41.579315,2.551492,0.0,,Private Citizens & Property,Red Guerrilla
197706260005,Spain,,,0.0,,Private Citizens & Property,Red Guerrilla
197706260006,Spain,41.280388,1.976774,0.0,,Private Citizens & Property,Red Guerrilla
197706260007,Spain,41.234782,1.811222,0.0,,Private Citizens & Property,Red Guerrilla
197706260008,Spain,41.200558,1.568441,0.0,,Private Citizens & Property,Red Guerrilla
197706270001,Italy,45.072731,7.679541,0.0,,Business,Unknown
197706270002,Italy,40.840097,14.251636,0.0,,Business,Fighting Workers for Communism
197706280001,Costa Rica,9.933333,-84.083333,0.0,,Government (Diplomatic),Unknown
197706280002,Costa Rica,9.933333,-84.083333,0.0,,Government (Diplomatic),Unknown
197706280003,West Germany (FRG),52.50153,13.401851,,,Business,Revolutionary Cells
197706280004,Italy,45.072731,7.679541,0.0,,Business,Unknown
197706280005,Italy,45.072731,7.679541,0.0,,Private Citizens & Property,Unknown
197706280006,Italy,44.407062,8.933989,0.0,,Business,Red Brigades
197706290001,Italy,44.49419,11.346518,0.0,,Police,Armed Communist Nucleus
197706290002,Italy,44.49419,11.346518,0.0,,Business,Armed Communist Nucleus
197706290003,Italy,41.492901,13.830566,,,Business,Unknown
197706290004,Italy,41.492901,13.830566,0.0,,Business,Unknown
197706290005,United Kingdom,54.607712,-5.95621,2.0,,Military,Irish Republican Army (IRA)
197706290006,United Kingdom,51.504387,-0.140041,0.0,,Airports & Aircraft,Unknown
197706300001,West Germany (FRG),52.372068,9.735686,,,Government (General),Unknown
197706300002,Italy,45.962652,12.655044,,,Transportation,Prima Linea
197706300003,Italy,37.233747,15.218997,0.0,,Business,Unknown
197706300004,Italy,42.745334,12.738431,0.0,,Police,Red Brigades
197706300005,Italy,43.768732,11.256901,1.0,,Food or Water Supply,Unknown
197706300006,Italy,45.072731,7.679541,0.0,,Business,Red Brigades
197706300007,Italy,45.469212,9.174508,0.0,,Business,Red Brigades
197706300008,Italy,45.962652,12.655044,0.0,,Business,Prima Linea
197707000001,France,43.492949,-1.474841,0.0,,Journalists & Media,Basque Rectitudes
197707000002,France,43.492949,-1.474841,0.0,,Government (General),Basque Rectitudes
197707010001,Colombia,4.667128,-74.106056,0.0,,Military,Popular Liberation Army (EPL)
197707010002,Italy,38.11564,13.361406,0.0,,Business,Communist Fighting Unit
197707020001,Italy,41.733244,12.278939,0.0,,Journalists & Media,Unknown
197707020002,Turkey,41.106178,28.689863,0.0,,Government (Diplomatic),Unknown
197707030001,Italy,45.774381,11.45302,0.0,,Business,Prima Linea
197707030002,Italy,45.434336,12.338786,0.0,,Business,Red Brigades
197707030003,Italy,45.429286,9.109866,0.0,,Business,Red Brigades
197707030004,Italy,45.434336,12.338786,,,Business,Armed Proletarian Nuclei (NAP)
197707040001,Turkey,37.067631,37.37315,1.0,,Private Citizens & Property,Unknown
197707040002,Syria,36.201721,37.14352,,,Military,Unknown
197707040003,United States,47.039225,-122.891429,0.0,,Business,George Jackson Brigade
197707050001,Italy,41.462292,15.544746,1.0,,Business,Armed Proletarian Nuclei (NAP)
197707050002,Italy,44.49419,11.346518,0.0,,Private Citizens & Property,Armed Communist Nucleus
197707050003,Spain,28.124824,-15.430008,0.0,,Business,Canary Islands Independence Movement
197707050004,Italy,41.85328,12.193359,0.0,,Government (General),Unknown
197707050005,Chile,-18.477323,-70.314534,0.0,,Airports & Aircraft,Unknown
197707060001,Italy,44.49419,11.346518,0.0,,Private Citizens & Property,Armed Communist Nucleus
197707060002,Italy,41.890961,12.490069,0.0,,Government (Diplomatic),Unknown
197707060003,United Kingdom,54.414416,-6.976641,1.0,,Police,Irish Republican Army (IRA)
197707070001,France,48.856644,2.34233,0.0,,Government (Diplomatic),Polisario Front
197707070002,Italy,41.890961,12.490069,0.0,,Government (Diplomatic),Unknown
197707070003,Italy,41.890961,12.490069,0.0,,Police,Communist Fighting Unit
197707070004,Italy,43.513329,10.319081,,,Police,Combatent Communists
197707080001,Italy,39.204066,9.161723,0.0,,Military,Communist Fighting Nuclei
197707090001,Turkey,39.748333,37.016413,0.0,,Private Citizens & Property,Unknown
197707090002,Turkey,39.36974,38.113408,0.0,,Private Citizens & Property,Unknown
197707090003,Turkey,40.98456,37.877604,0.0,,Police,Unknown
197707090004,Turkey,40.98456,37.877604,,,Police,Unknown
197707090005,Turkey,39.930771,32.76754,0.0,,Government (General),Unknown
197707100001,France,48.649337,-2.025674,0.0,,Business,Breton Liberation Front (FLB)
197707100002,France,48.454366,-2.047327,0.0,,Business,Breton Liberation Front (FLB)
197707100003,Syria,36.201721,37.14352,0.0,,Government (General),Unknown
197707100004,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197707110001,Spain,40.465595,-3.696263,0.0,,Government (Diplomatic),First of October Antifascist Resistance Group (GRAPO)
197707110002,Switzerland,47.36865,8.539182,0.0,,Airports & Aircraft,Unknown
197707110003,Turkey,39.930771,32.76754,0.0,,Police,Unknown
197707110004,Italy,44.407062,8.933989,0.0,,Government (General),Armed Proletarian Nuclei (NAP)
197707110005,Italy,41.890961,12.490069,0.0,,Government (General),Red Brigades
197707120001,Italy,45.072731,7.679541,0.0,,Government (General),Red Brigades
197707120002,Italy,45.072731,7.679541,0.0,,Government (General),Red Brigades
197707120003,Italy,44.407062,8.933989,0.0,,Government (Diplomatic),Armed Radical Groups for Communism
197707120004,Italy,45.072731,7.679541,0.0,,Private Citizens & Property,Prima Linea
197707120005,Spain,40.465595,-3.696263,0.0,,Educational Institution,Armed Groups for Communism
197707130001,Turkey,39.930771,32.76754,0.0,,Journalists & Media,Unknown
197707130002,Italy,42.76286,11.112783,0.0,,Police,Prima Linea
197707130003,Italy,45.072731,7.679541,0.0,,Police,Prima Linea
197707130004,Turkey,37.868792,32.484456,0.0,,Business,Unknown
197707130005,Italy,45.072731,7.679541,0.0,,Government (General),Red Brigades
197707130006,Argentina,-34.61768,-58.444435,,,Private Citizens & Property,Montoneros (Argentina)
197707130007,Italy,45.072731,7.679541,0.0,,Police,Prima Linea
197707140001,Mexico,22.15647,-100.985541,3.0,,Government (General),23rd of September Communist League
197707140002,Greece,37.99749,23.762728,0.0,,Educational Institution,Unknown
197707140003,Greece,37.99749,23.762728,0.0,,Military,Unknown
197707140004,Greece,37.99749,23.762728,0.0,,Business,Unknown
197707140005,Greece,37.99749,23.762728,0.0,,Government (Diplomatic),Unknown
197707140006,Italy,45.072731,7.679541,0.0,,Business,Worker Counterpower
197707140007,Turkey,41.106178,28.689863,0.0,,Government (General),Unknown
197707140008,United States,37.338475,-121.885794,0.0,,Business,New World Liberation Front (NWLF)
197707150001,Turkey,37.001163,35.331687,,,Private Citizens & Property,Unknown
197707150002,Turkey,37.001163,35.331687,0.0,,Business,Unknown
197707150003,Turkey,37.001163,35.331687,0.0,,Private Citizens & Property,Unknown
197707150004,Turkey,39.930771,32.76754,,,Government (General),Unknown
197707150005,United Kingdom,54.607712,-5.95621,1.0,,Terrorists/Non-State Militia,Ulster Freedom Fighters (UFF)
197707150006,South Africa,-29.861824,31.008293,0.0,,Transportation,African National Congress (South Africa)
197707160001,Turkey,41.106178,28.689863,,,Government (General),Unknown
197707160002,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197707160003,Italy,45.072731,7.679541,,,Business,Worker Counterpower
197707170001,Italy,39.215409,9.109324,0.0,,Military,Unknown
197707170002,Italy,41.733244,12.278939,0.0,,Government (General),Communist Fighting Nuclei
197707170005,Nicaragua,12.103822,-86.267014,,,Journalists & Media,Sandinista National Liberation Front (FSLN)
197707180001,Spain,40.465595,-3.696263,,,Journalists & Media,First of October Antifascist Resistance Group (GRAPO)
197707180002,Argentina,-34.61768,-58.444435,,,Government (Diplomatic),Unknown
197707180003,United Kingdom,51.504387,-0.140041,0.0,,Government (Diplomatic),Unknown
197707180004,Spain,40.465595,-3.696263,,,Journalists & Media,First of October Antifascist Resistance Group (GRAPO)
197707190001,Guatemala,14.622869,-90.529068,,,Religious Figures/Institutions,Unknown
197707190002,Greece,37.99749,23.762728,0.0,,Business,Unknown
